LabelNorm,RawLabelExample,SubjectID,TrainCount,DevCount,TestCount,TotalCount
bibeldichtung,Bibeldichtung,gnd:4145233-1,1,0,0,1
bibelkritik,Bibelkritik,gnd:4006417-7,2,1,0,3
bibellektüre,Bibellektüre,gnd:4137569-5,4,1,0,5
bibelunterricht,Bibelunterricht,gnd:4069435-5,7,2,5,14
bibelwissenschaft,Bibelwissenschaft,gnd:4135180-0,10,1,5,16
biber,Biber,gnd:4145236-7,1,0,0,1
bibliodrama,Bibliodrama,gnd:4135166-6,1,0,0,1
bibliografie,Bibliografie,gnd:4006432-3,17,4,4,25
bibliografische beschreibung,Bibliografische Beschreibung,gnd:7746739-5,1,0,0,1
bibliografische daten,Bibliografische Daten,gnd:4145241-0,0,1,1,2
bibliometrie,Bibliometrie,gnd:4145244-6,6,4,1,11
bibliophilie,Bibliophilie,gnd:4145247-1,1,0,0,1
bibliothek,Bibliothek,gnd:4006439-6,123,18,37,178
bibliothek (motiv),Bibliothek (Motiv),gnd:4145256-2,0,0,1,1
bibliothekar,Bibliothekar,gnd:4145258-6,3,3,3,9
bibliotheksbau,Bibliotheksbau,gnd:4006443-8,26,9,4,39
bibliotheksbestand,Bibliotheksbestand,gnd:4006447-5,12,1,3,16
bibliothekseinrichtung,Bibliothekseinrichtung,gnd:4145268-9,5,0,0,5
bibliotheksgeschichte (fach),Bibliotheksgeschichte (Fach),gnd:4306765-7,0,0,1,1
bibliotheksinformationssystem,Bibliotheksinformationssystem,gnd:4583297-3,1,0,0,1
bibliothekskatalog,Bibliothekskatalog,gnd:4145270-7,5,0,2,7
bibliotheksmaterial,Bibliotheksmaterial,gnd:4361755-4,1,0,0,1
bibliotheksorganisation,Bibliotheksorganisation,gnd:4138169-5,2,0,3,5
bibliothekspersonal,Bibliothekspersonal,gnd:4145271-9,2,0,0,2
bibliotheksplanung,Bibliotheksplanung,gnd:4145272-0,3,0,0,3
bibliothekspolitik,Bibliothekspolitik,gnd:4145273-2,1,0,1,2
bibliotheksrecht,Bibliotheksrecht,gnd:4145274-4,2,1,2,5
bibliotheksstatistik,Bibliotheksstatistik,gnd:4315714-2,2,0,0,2
bibliotheksverwaltung,Bibliotheksverwaltung,gnd:4132641-6,8,1,1,10
bibliothekswissenschaft,Bibliothekswissenschaft,gnd:4006465-7,5,3,6,14
bibliotherapie,Bibliotherapie,gnd:4112754-7,2,0,1,3
biblische archäologie,Biblische Archäologie,gnd:4006471-2,5,1,2,8
biblische geografie,Biblische Geografie,gnd:4145286-0,6,1,1,8
biblische geschichte,Biblische Geschichte,gnd:4140851-2,3,0,0,3
biblische person,Biblische Person,gnd:4006473-6,5,1,2,8
biblische person (motiv),Biblische Person (Motiv),gnd:4145287-2,0,0,1,1
biblische stätte,Biblische Stätte,gnd:4006476-1,1,0,2,3
biblische theologie,Biblische Theologie,gnd:4135590-8,4,3,2,9
biblizismus,Biblizismus,gnd:4656186-9,1,0,0,1
bibtex,BIBTEX,gnd:4544350-6,0,1,0,1
bidens pilosa,Bidens pilosa,gnd:4312746-0,1,0,0,1
bieberbach-gruppe,Bieberbach-Gruppe,gnd:4128293-0,1,0,0,1
biegelinie,Biegelinie,gnd:4145334-7,1,0,0,1
biegen,Biegen,gnd:4006501-7,1,1,1,3
biegespannung,Biegespannung,gnd:4145336-0,1,0,0,1
biegetheorie,Biegetheorie,gnd:4145338-4,1,0,0,1
biegeträger,Biegeträger,gnd:4134000-0,1,0,0,1
biegsamkeit,Biegsamkeit,gnd:7633500-8,4,0,0,4
biegung,Biegung,gnd:4130184-5,2,2,1,5
biene,Biene,gnd:4025825-7,5,1,0,6
bienen (familie),Bienen (Familie),gnd:4006523-6,1,0,0,1
bienertia sinuspersici akhani,Bienertia sinuspersici Akhani,gnd:1178157350,0,0,1,1
bier,Bier,gnd:4006537-6,4,1,0,5
bierherstellung,Bierherstellung,gnd:4122920-4,7,2,0,9
bifacial-solarzelle,Bifacial-Solarzelle,gnd:1073326764,0,1,0,1
big business,Big Business,gnd:4127458-1,2,0,0,2
big data,Big Data,gnd:4802620-7,241,78,36,355
bigamie,Bigamie,gnd:4145372-4,1,0,0,1
biholomorphe abbildung,Biholomorphe Abbildung,gnd:4145373-6,2,0,0,2
bike-and-ride-system,Bike-and-ride-System,gnd:4466676-7,1,0,0,1
bikini (textilien),Bikini (Textilien),gnd:4195938-3,1,0,0,1
bikulturalismus,Bikulturalismus,gnd:4328611-2,1,0,2,3
bilanz,Bilanz,gnd:4006566-2,58,13,32,103
bilanzanalyse,Bilanzanalyse,gnd:4069453-7,24,7,14,45
bilanzbuchhalter,Bilanzbuchhalter,gnd:4122921-6,7,2,4,13
bilanzdelikt,Bilanzdelikt,gnd:4145377-3,4,1,1,6
bilanzfälschung,Bilanzfälschung,gnd:4198491-2,0,1,1,2
bilanzgleichung,Bilanzgleichung,gnd:4237200-8,2,1,0,3
bilanzierungsgrundsätze,Bilanzierungsgrundsätze,gnd:4069454-9,2,0,2,4
bilanzkontinuität,Bilanzkontinuität,gnd:4145379-7,2,0,0,2
bilanzpolitik,Bilanzpolitik,gnd:4129338-1,7,1,5,13
bilanzposten,Bilanzposten,gnd:4257137-6,1,0,0,1
bilanzrecht,Bilanzrecht,gnd:4112755-9,6,2,4,12
bilanzsteuerrecht,Bilanzsteuerrecht,gnd:4112756-0,3,0,4,7
bilanzstrukturmanagement,Bilanzstrukturmanagement,gnd:4413520-8,7,2,0,9
bilanztheorie,Bilanztheorie,gnd:4069455-0,3,0,1,4
bilateraler handel,Bilateraler Handel,gnd:4145384-0,1,0,0,1
bilateraler staatsvertrag,Bilateraler Staatsvertrag,gnd:7708477-9,1,1,0,2
bild,Bild,gnd:4006568-6,49,10,9,68
bild (motiv),Bild (Motiv),gnd:4202763-9,2,0,1,3
bild (psychologie),Bild (Psychologie),gnd:4145388-8,2,1,1,4
bildanalyse,Bildanalyse,gnd:4145391-8,42,11,5,58
bildaufbau,Bildaufbau,gnd:4145393-1,2,0,0,2
bildaufbereitung,Bildaufbereitung,gnd:4263882-3,1,0,0,1
bildauflösung,Bildauflösung,gnd:4782134-6,0,1,0,1
bildaufzeichnung,Bildaufzeichnung,gnd:4006575-3,2,0,0,2
bildauswertung,Bildauswertung,gnd:4145394-3,9,0,1,10
bildband,Bildband,gnd:4145395-5,17,4,2,23
bildbanksystem,Bildbanksystem,gnd:4145396-7,4,3,1,8
bildbetrachtung,Bildbetrachtung,gnd:4132569-2,7,2,1,10
bilddatenbank,Bilddatenbank,gnd:4693788-2,2,0,0,2
bilderbogen,Bilderbogen,gnd:4145402-9,0,0,1,1
bilderbuch,Bilderbuch,gnd:4006604-6,14,2,11,27
bildergeschichte,Bildergeschichte,gnd:4112758-4,1,0,0,1
bilderkennung,Bilderkennung,gnd:4264283-8,13,2,5,20
bildersprache,Bildersprache,gnd:4006619-8,5,2,4,11
bildersturm,Bildersturm,gnd:4006611-3,0,0,2,2
bilderzeugung,Bilderzeugung,gnd:4197032-9,11,3,0,14
bildfolge,Bildfolge,gnd:4145413-3,1,0,1,2
bildfolgenanalyse,Bildfolgenanalyse,gnd:4401858-7,1,2,0,3
bildfolgenverarbeitung,Bildfolgenverarbeitung,gnd:4145414-5,1,0,0,1
bildformat,Bildformat,gnd:4145415-7,1,0,0,1
bildgebendes verfahren,Bildgebendes Verfahren,gnd:4006617-4,120,15,27,162
bildguss,Bildguss,gnd:4191414-4,1,0,0,1
bildhauer,Bildhauer,gnd:4139550-5,1,0,0,1
bildinformatik,Bildinformatik,gnd:7689894-5,2,0,0,2
bildjournalist,Bildjournalist,gnd:4145417-0,0,1,0,1
bildkommunikation,Bildkommunikation,gnd:4132680-5,1,0,0,1
bildliche darstellung,Bildliche Darstellung,gnd:4145419-4,9,4,1,14
bildlosigkeit,Bildlosigkeit,gnd:4763446-7,0,1,0,1
bildmaterial,Bildmaterial,gnd:4435709-6,3,0,1,4
bildmeditation,Bildmeditation,gnd:4145420-0,1,0,0,1
bildnerisches gestalten,Bildnerisches Gestalten,gnd:4006626-5,6,0,4,10
bildnis,Bildnis,gnd:4006627-7,6,1,2,9
bildnismalerei,Bildnismalerei,gnd:4145426-1,1,0,2,3
bildnisplastik,Bildnisplastik,gnd:4406095-6,1,0,0,1
bildnisschutz,Bildnisschutz,gnd:4069462-8,4,0,2,6
bildnisstatue,Bildnisstatue,gnd:4202200-9,1,1,0,2
bildprogramm,Bildprogramm,gnd:4006632-0,6,4,5,15
bildpublizistik,Bildpublizistik,gnd:4212482-7,8,5,0,13
bildqualität,Bildqualität,gnd:4140560-2,5,1,0,6
bildrauschen,Bildrauschen,gnd:4320936-1,1,0,0,1
bildrekonstruktion,Bildrekonstruktion,gnd:4145435-2,10,8,0,18
bildreportage,Bildreportage,gnd:4145436-4,2,0,1,3
bildsamkeit,Bildsamkeit,gnd:4006634-4,1,0,0,1
bildschirm,Bildschirm,gnd:4125194-5,5,0,1,6
bildschirmarbeitsplatz,Bildschirmarbeitsplatz,gnd:4006638-1,3,0,1,4
bildschirmsymbol,Bildschirmsymbol,gnd:4326215-6,1,0,0,1
bildschirmtext,Bildschirmtext,gnd:4006641-1,0,1,0,1
bildsegmentierung,Bildsegmentierung,gnd:4145448-0,7,3,0,10
bildsensor,Bildsensor,gnd:4495594-7,6,3,1,10
bildsignal,Bildsignal,gnd:4122924-1,5,0,0,5
bildstabilisator,Bildstabilisator,gnd:7578672-2,2,0,0,2
bildtapete,Bildtapete,gnd:4319600-7,1,0,0,1
bildteppich,Bildteppich,gnd:4006648-4,0,1,0,1
bildtheorie,Bildtheorie,gnd:7731060-3,4,3,1,8
bildung,Bildung,gnd:4006650-2,165,39,66,270
bildung (motiv),Bildung (Motiv),gnd:4315778-6,4,0,2,6
bildung für nachhaltige entwicklung,Bildung für nachhaltige Entwicklung,gnd:1165598906,12,2,6,20
bildungsabschluss,Bildungsabschluss,gnd:4317130-8,5,0,3,8
bildungsangebot,Bildungsangebot,gnd:4121028-1,10,2,5,17
bildungsarbeit,Bildungsarbeit,gnd:4112760-2,9,4,11,24
bildungsauftrag,Bildungsauftrag,gnd:4145460-1,8,0,3,11
bildungsausgaben,Bildungsausgaben,gnd:4145461-3,1,0,1,2
bildungsbarriere,Bildungsbarriere,gnd:4145462-5,1,1,0,2
bildungsbedarf,Bildungsbedarf,gnd:4145463-7,1,1,1,3
bildungsberatung,Bildungsberatung,gnd:4112761-4,7,3,3,13
bildungsberichterstattung,Bildungsberichterstattung,gnd:7597425-3,0,1,1,2
bildungsbeteiligung,Bildungsbeteiligung,gnd:4376411-3,3,2,3,8
bildungsbürgertum,Bildungsbürgertum,gnd:4122925-3,3,0,1,4
bildungsdefizit,Bildungsdefizit,gnd:4145466-2,1,1,2,4
bildungseinrichtung,Bildungseinrichtung,gnd:4145467-4,19,5,13,37
bildungsertrag,Bildungsertrag,gnd:4612632-6,2,0,1,3
bildungsexpansion,Bildungsexpansion,gnd:4145470-4,2,0,1,3
bildungsfinanzierung,Bildungsfinanzierung,gnd:4006658-7,15,1,5,21
bildungsforschung,Bildungsforschung,gnd:4122926-5,105,21,40,166
bildungsförderung,Bildungsförderung,gnd:4441296-4,5,2,0,7
bildungsgang,Bildungsgang,gnd:4112762-6,45,6,26,77
bildungsgut,Bildungsgut,gnd:4330989-6,0,0,2,2
bildungshilfe,Bildungshilfe,gnd:4006660-5,0,0,1,1
bildungsideal,Bildungsideal,gnd:4112763-8,9,3,1,13
bildungsinhalt,Bildungsinhalt,gnd:4145475-3,3,0,2,5
bildungsinteresse,Bildungsinteresse,gnd:4145476-5,2,0,1,3
bildungsinvestition,Bildungsinvestition,gnd:4145477-7,2,0,3,5
bildungsmarkt,Bildungsmarkt,gnd:4670407-3,2,0,1,3
bildungsnachfrage,Bildungsnachfrage,gnd:4145481-9,1,0,0,1
bildungsniveau,Bildungsniveau,gnd:4145482-0,11,4,3,18
bildungsnotstand,Bildungsnotstand,gnd:4145483-2,3,0,0,3
bildungsplanung,Bildungsplanung,gnd:4006665-4,10,3,6,19
bildungspolitik,Bildungspolitik,gnd:4006667-8,124,23,60,207
bildungsprozess,Bildungsprozess,gnd:4145484-4,13,3,11,27
bildungsrecht,Bildungsrecht,gnd:4006670-8,3,0,0,3
bildungsreform,Bildungsreform,gnd:4006672-1,29,4,15,48
bildungsreise,Bildungsreise,gnd:4069466-5,2,1,1,4
bildungsroman,Bildungsroman,gnd:4112765-1,1,1,2,4
bildungsstandard,Bildungsstandard,gnd:4782311-2,24,4,20,48
bildungsstatistik,Bildungsstatistik,gnd:4006676-9,2,1,1,4
bildungsstatus,Bildungsstatus,gnd:4145485-6,1,0,0,1
bildungsstruktur,Bildungsstruktur,gnd:4317011-0,3,1,0,4
bildungssystem,Bildungssystem,gnd:4069467-7,45,8,24,77
bildungstheoretische didaktik,Bildungstheoretische Didaktik,gnd:4145486-8,0,1,0,1
bildungstheorie,Bildungstheorie,gnd:4069468-9,51,6,18,75
bildungstourismus,Bildungstourismus,gnd:4399758-2,6,2,2,10
bildungstransfer,Bildungstransfer,gnd:4145488-1,2,1,0,3
bildungsurlaub,Bildungsurlaub,gnd:4145489-3,1,0,0,1
bildungsverhalten,Bildungsverhalten,gnd:4145492-3,6,1,1,8
bildungsverwaltung,Bildungsverwaltung,gnd:4145493-5,1,2,1,4
bildungswesen,Bildungswesen,gnd:4006681-2,87,20,49,156
bildungsökonomie,Bildungsökonomie,gnd:4006664-2,59,7,26,92
bildverarbeitung,Bildverarbeitung,gnd:4006684-8,192,55,29,276
bildverbesserung,Bildverbesserung,gnd:4378156-1,1,1,0,2
bildverstehen,Bildverstehen,gnd:4202022-0,11,3,1,15
bildwissenschaft,Bildwissenschaft,gnd:4783825-5,11,5,2,18
bildwörterbuch,Bildwörterbuch,gnd:4145505-8,0,1,1,2
bildzyklus,Bildzyklus,gnd:4145508-3,1,0,1,2
bildübertragung,Bildübertragung,gnd:4145457-1,1,1,0,2
bilineares system,Bilineares System,gnd:4145511-3,1,1,0,2
bilineares zeitreihenmodell,Bilineares Zeitreihenmodell,gnd:4145512-5,2,0,0,2
bilinearform,Bilinearform,gnd:4138018-6,1,1,1,3
bilirubin,Bilirubin,gnd:4145513-7,3,0,0,3
billard,Billard,gnd:4006693-9,1,0,0,1
billard (mathematik),Billard (Mathematik),gnd:4605041-3,5,0,1,6
billigkeit,Billigkeit,gnd:4145520-4,2,0,0,2
bimatrixspiel,Bimatrixspiel,gnd:4145527-7,1,0,0,1
bimodul,Bimodul,gnd:4408896-6,0,1,0,1
binaphthylderivate,Binaphthylderivate,gnd:4296444-1,1,0,0,1
binationale ehe,Binationale Ehe,gnd:4234345-8,0,0,3,3
binationale familie,Binationale Familie,gnd:4322940-2,2,0,2,4
binationales paar,Binationales Paar,gnd:4122927-7,3,0,2,5
binaurales hören,Binaurales Hören,gnd:4145556-3,8,2,0,10
bindegewebe,Bindegewebe,gnd:4006725-7,1,0,1,2
bindehautentzündung,Bindehautentzündung,gnd:4145559-9,1,0,0,1
bindemittel,Bindemittel,gnd:4131286-7,5,0,0,5
bindeproteine,Bindeproteine,gnd:4276933-4,1,1,0,2
bindestelle,Bindestelle,gnd:4145563-0,1,0,0,1
bindiger boden,Bindiger Boden,gnd:4145564-2,1,0,0,1
bindung (textiltechnik),Bindung (Textiltechnik),gnd:4006744-0,1,0,0,1
bindung an gesetz und recht,Bindung an Gesetz und Recht,gnd:4238064-9,2,0,2,4
bindungsenergie,Bindungsenergie,gnd:4145565-4,2,1,0,3
bindungsfähigkeit,Bindungsfähigkeit,gnd:4701413-1,4,0,0,4
bindungslosigkeit,Bindungslosigkeit,gnd:4201521-2,9,1,1,11
bindungstheorie (psychologie),Bindungstheorie (Psychologie),gnd:4670427-9,20,0,9,29
bindungsverhalten,Bindungsverhalten,gnd:1116956861,3,0,3,6
bindungswirkung,Bindungswirkung,gnd:4112766-3,7,1,2,10
bing maps,Bing Maps,gnd:7675259-8,1,0,1,2
binnenerzählung,Binnenerzählung,gnd:4242344-2,1,0,0,1
binnenfischerei,Binnenfischerei,gnd:4006757-9,0,0,1,1
binnengewässer,Binnengewässer,gnd:4006758-0,0,1,1,2
binnenhafen,Binnenhafen,gnd:4112767-5,1,1,1,3
binnenmarkt,Binnenmarkt,gnd:4145576-9,16,4,10,30
binnenschiff,Binnenschiff,gnd:4145578-2,1,1,0,2
binnenschiffer,Binnenschiffer,gnd:4220845-2,0,0,1,1
binnenschifffahrt,Binnenschifffahrt,gnd:4006761-0,3,1,2,6
binnenschifffahrtsrecht,Binnenschifffahrtsrecht,gnd:4145579-4,2,0,0,2
binnenwanderung,Binnenwanderung,gnd:4112768-7,7,1,3,11
binnenwasserstraße,Binnenwasserstraße,gnd:4006767-1,0,1,0,1
binomialverteilung,Binomialverteilung,gnd:4145587-3,1,2,0,3
binsengewächse,Binsengewächse,gnd:4006772-5,1,0,0,1
binärbaum,Binärbaum,gnd:4145532-0,1,0,0,1
binärdarstellung,Binärdarstellung,gnd:4370795-6,1,0,0,1
binärdaten,Binärdaten,gnd:4248075-9,0,0,1,1
binäre codierung,Binäre Codierung,gnd:4725511-0,1,0,0,1
binäre legierung,Binäre Legierung,gnd:4145535-6,1,0,0,1
binäres entscheidungsdiagramm,Binäres Entscheidungsdiagramm,gnd:4530728-3,2,1,0,3
binäres festes system,Binäres festes System,gnd:4145546-0,1,0,0,1
binäres gemisch,Binäres Gemisch,gnd:4068230-4,1,0,1,2
binäres system,Binäres System,gnd:4191271-8,2,0,0,2
bio-lebensmittelwirtschaft,Bio-Lebensmittelwirtschaft,gnd:4191673-6,0,0,1,1
bio-mems,Bio-MEMS,gnd:1026952441,0,1,1,2
bio-produkt,Bio-Produkt,gnd:4345488-4,3,0,0,3
bioadhäsion,Bioadhäsion,gnd:7538039-0,1,0,0,1
bioaerosol,Bioaerosol,gnd:7609970-2,0,0,2,2
bioakkumulation,Bioakkumulation,gnd:4275028-3,3,1,0,4
bioaktive verbindungen,Bioaktive Verbindungen,gnd:4145589-7,23,7,1,31
bioakustik,Bioakustik,gnd:4125205-6,2,0,0,2
bioalkohol,Bioalkohol,gnd:4206022-9,9,0,1,10
bioanorganische chemie,Bioanorganische Chemie,gnd:4126727-8,6,2,2,10
bioart,BioArt,gnd:1151401021,1,0,0,1
bioassay,Bioassay,gnd:4201084-6,0,1,0,1
biobank,Biobank,gnd:7517760-2,0,0,1,1
biobotik,Biobotik,gnd:1118758633,3,0,0,3
biochemie,Biochemie,gnd:4006777-4,77,16,7,100
biochemiker,Biochemiker,gnd:4205726-7,1,0,1,2
biochemikerin,Biochemikerin,gnd:7546981-9,0,0,1,1
biochemische analyse,Biochemische Analyse,gnd:4255721-5,15,4,2,21
biochemische eigenschaft,Biochemische Eigenschaft,gnd:4688740-4,1,0,0,1
biochemische evolution,Biochemische Evolution,gnd:4145592-7,1,0,0,1
biochemische methode,Biochemische Methode,gnd:4319880-6,3,0,0,3
biochemische reaktion,Biochemische Reaktion,gnd:4145593-9,1,1,0,2
biochip,Biochip,gnd:4270225-2,6,2,1,9
biocomputer,Biocomputer,gnd:4270224-0,12,4,1,17
biodiesel,Biodiesel,gnd:4661178-2,10,6,1,17
biodiversität,Biodiversität,gnd:4601495-0,98,20,10,128
bioelektrochemie,Bioelektrochemie,gnd:4128451-3,4,2,0,6
bioelektrochemische brennstoffzelle,Bioelektrochemische Brennstoffzelle,gnd:4291086-9,4,0,0,4
bioelektronik,Bioelektronik,gnd:4280161-8,2,1,1,4
bioenergetik,Bioenergetik,gnd:4112769-9,6,0,0,6
bioenergie,Bioenergie,gnd:4145596-4,25,2,2,29
bioenergieerzeugung,Bioenergieerzeugung,gnd:4145597-6,34,8,2,44
bioethik,Bioethik,gnd:4006791-9,40,10,14,64
biofeedback,Biofeedback,gnd:4006792-0,1,0,1,2
biofeedback-therapie,Biofeedback-Therapie,gnd:4006793-2,0,0,1,1
biofilm,Biofilm,gnd:4232790-8,14,4,3,21
biofilmreaktor,Biofilmreaktor,gnd:4647989-2,1,0,0,1
biofilter,Biofilter,gnd:4122928-9,1,0,0,1
biofluidmechanik,Biofluidmechanik,gnd:4203925-3,2,1,0,3
biofortifikation,Biofortifikation,gnd:1175451665,2,0,0,2
biofouling,Biofouling,gnd:4323898-1,1,1,0,2
biofumigation,Biofumigation,gnd:1143990129,1,0,0,1
biogas,Biogas,gnd:4006796-8,14,4,1,19
biogasanlage,Biogasanlage,gnd:4006798-1,21,4,3,28
biogasgewinnung,Biogasgewinnung,gnd:4145600-2,16,4,1,21
biogastechnik,Biogastechnik,gnd:4145601-4,3,0,1,4
biogenese,Biogenese,gnd:4006799-3,8,0,0,8
biogeochemie,Biogeochemie,gnd:4125243-3,20,10,2,32
biogeografie,Biogeografie,gnd:4006801-8,6,2,0,8
biografie,Biografie,gnd:4006804-3,78,23,9,110
biografieforschung,Biografieforschung,gnd:4132300-2,69,14,33,116
biografik,Biografik,gnd:4604036-5,1,0,0,1
biografische literatur,Biografische Literatur,gnd:4312083-0,5,0,2,7
biografische methode,Biografische Methode,gnd:4732998-1,3,0,2,5
biografischer film,Biografischer Film,gnd:4373947-7,2,0,0,2
biografischer roman,Biografischer Roman,gnd:4201750-6,1,0,2,3
biografisches interview,Biografisches Interview,gnd:4482283-2,27,4,12,43
biohybrides system,Biohybrides System,gnd:1148455272,1,0,1,2
bioindikation,Bioindikation,gnd:4297520-7,0,0,1,1
bioindikator,Bioindikator,gnd:4006841-9,2,1,1,4
bioinformatik,Bioinformatik,gnd:4611085-9,110,23,10,143
biokatalysator,Biokatalysator,gnd:4006842-0,4,0,1,5
biokatalyse,Biokatalyse,gnd:4393622-2,24,7,4,35
biokeramik,Biokeramik,gnd:4371693-3,6,0,1,7
bioklima,Bioklima,gnd:4145608-7,1,1,0,2
bioklimatologie,Bioklimatologie,gnd:4145609-9,2,0,0,2
biokompatibilität,Biokompatibilität,gnd:4221531-6,24,6,3,33
biokonversion,Biokonversion,gnd:4145610-5,11,2,2,15
biokraftstoff,Biokraftstoff,gnd:4145658-0,54,12,6,72
biokunststoff,Biokunststoff,gnd:7641320-2,8,4,2,14
biokybernetik,Biokybernetik,gnd:4006846-8,4,0,0,4
biolinguistik,Biolinguistik,gnd:4122929-0,1,2,3,6
biologe,Biologe,gnd:4131826-2,2,1,1,4
biologie,Biologie,gnd:4006851-1,86,27,11,124
biologielehrer,Biologielehrer,gnd:4145612-9,1,0,1,2
biologiestudent,Biologiestudent,gnd:7533380-6,1,1,0,2
biologiestudium,Biologiestudium,gnd:4006854-7,3,0,1,4
biologieunterricht,Biologieunterricht,gnd:4006855-9,27,7,8,42
biologika,Biologika,gnd:7689632-8,4,0,1,5
biologin,Biologin,gnd:4380756-2,3,0,0,3
biologisch abbaubarer kunststoff,Biologisch abbaubarer Kunststoff,gnd:4634464-0,10,5,2,17
biologisch-dynamische wirtschaftsweise,Biologisch-dynamische Wirtschaftsweise,gnd:4006856-0,1,0,0,1
biologische abfallbehandlung,Biologische Abfallbehandlung,gnd:4289080-9,3,0,3,6
biologische abgasreinigung,Biologische Abgasreinigung,gnd:4145613-0,1,0,0,1
biologische abwasserreinigung,Biologische Abwasserreinigung,gnd:4112771-7,5,1,2,8
biologische aktivität,Biologische Aktivität,gnd:4291566-1,4,2,0,6
biologische ernährung,Biologische Ernährung,gnd:4069483-5,2,0,1,3
biologische landwirtschaft,Biologische Landwirtschaft,gnd:4069484-7,7,2,6,15
biologische medizin,Biologische Medizin,gnd:4126895-7,2,0,0,2
biologische oszillation,Biologische Oszillation,gnd:4443693-2,3,0,0,3
biologische oxidation,Biologische Oxidation,gnd:4126898-2,2,0,0,2
biologische ressourcen,Biologische Ressourcen,gnd:4145619-1,0,0,1,1
biologische schädlingsbekämpfung,Biologische Schädlingsbekämpfung,gnd:4006862-6,9,1,4,14
biologische sicherheit,Biologische Sicherheit,gnd:4628922-7,2,0,0,2
biologische uhr,Biologische Uhr,gnd:4145622-1,2,0,0,2
biologische unkrautbekämpfung,Biologische Unkrautbekämpfung,gnd:4145623-3,0,0,1,1
biologische waffe,Biologische Waffe,gnd:4145624-5,4,1,2,7
biologischer abbau,Biologischer Abbau,gnd:4145625-7,15,7,3,25
biologischer garten,Biologischer Garten,gnd:4069485-9,7,1,3,11
biologischer gartenbau,Biologischer Gartenbau,gnd:4112772-9,2,0,2,4
biologischer krieg,Biologischer Krieg,gnd:4145628-2,2,0,0,2
biologischer landbau,Biologischer Landbau,gnd:4145629-4,14,0,7,21
biologischer landschaftsbau,Biologischer Landschaftsbau,gnd:4203882-0,1,0,0,1
biologischer pflanzenschutz,Biologischer Pflanzenschutz,gnd:4112773-0,8,1,2,11
biologischer waldbau,Biologischer Waldbau,gnd:4287359-9,3,0,0,3
biologischer weinbau,Biologischer Weinbau,gnd:4135950-1,1,0,0,1
biologisches alter,Biologisches Alter,gnd:4145631-2,1,0,0,1
biologisches kosmetikum,Biologisches Kosmetikum,gnd:4196492-5,0,0,1,1
biologisches labor,Biologisches Labor,gnd:4145632-4,2,1,0,3
biologisches lebensmittel,Biologisches Lebensmittel,gnd:4428726-4,6,4,0,10
biologisches material,Biologisches Material,gnd:4145633-6,5,2,2,9
biologisches modell,Biologisches Modell,gnd:4726968-6,3,2,0,5
biologisches pflanzenschutzmittel,Biologisches Pflanzenschutzmittel,gnd:4318320-7,1,0,0,1
biologisches system,Biologisches System,gnd:4122930-7,21,1,0,22
biologisches verfahren,Biologisches Verfahren,gnd:4361950-2,2,0,0,2
biologismus,Biologismus,gnd:4232000-8,3,1,1,5
biolumineszenz,Biolumineszenz,gnd:4145636-1,1,0,0,1
biom,Biom,gnd:4132387-7,1,0,0,1
biomagnetismus,Biomagnetismus,gnd:4006876-6,0,1,0,1
biomarker,Biomarker,gnd:4425928-1,13,10,2,25
biomasse,Biomasse,gnd:4006877-8,38,12,5,55
biomasseproduktion,Biomasseproduktion,gnd:4487647-6,10,3,2,15
biomasseverarbeitung,Biomasseverarbeitung,gnd:4400055-8,14,9,1,24
biomassevergasung,Biomassevergasung,gnd:7598676-0,8,2,0,10
biomaterial,Biomaterial,gnd:4267769-5,72,15,8,95
biomathematik,Biomathematik,gnd:4139408-2,26,8,1,35
biomechanik,Biomechanik,gnd:4006880-8,29,8,4,41
biomechanische analyse,Biomechanische Analyse,gnd:4122931-9,2,0,1,3
biomedizin,Biomedizin,gnd:4647152-2,44,7,7,58
biomedizinische technik,Biomedizinische Technik,gnd:4006882-1,68,23,16,107
biomembran,Biomembran,gnd:4006884-5,15,1,3,19
biometeorologie,Biometeorologie,gnd:4145640-3,1,0,0,1
biometrie,Biometrie,gnd:4124925-2,42,7,2,51
biomimetikum,Biomimetikum,gnd:4589414-0,5,0,1,6
biomimetische reaktion,Biomimetische Reaktion,gnd:4145642-7,3,0,0,3
biomimetische synthese,Biomimetische Synthese,gnd:4145643-9,1,0,0,1
biomineralisation,Biomineralisation,gnd:4145644-0,11,3,1,15
biomolekül,Biomolekül,gnd:4135124-1,40,5,1,46
biomonitoring,Biomonitoring,gnd:4224449-3,9,4,0,13
biomorphismus,Biomorphismus,gnd:7556417-8,0,0,1,1
bionik,Bionik,gnd:4006888-2,48,12,4,64
biopharmazie,Biopharmazie,gnd:4006890-0,4,1,0,5
biophilosophie,Biophilosophie,gnd:4112774-2,3,1,0,4
biophoton,Biophoton,gnd:4324882-2,3,0,0,3
biophotonik,Biophotonik,gnd:7616461-5,10,0,0,10
biophysik,Biophysik,gnd:4006891-2,44,12,5,61
biophysikalische chemie,Biophysikalische Chemie,gnd:4291844-3,3,1,0,4
biopolitik,Biopolitik,gnd:4137810-6,11,6,3,20
biopolitik (motiv),Biopolitik (Motiv),gnd:1034554867,2,0,0,2
biopolymere,Biopolymere,gnd:4006893-6,26,14,3,43
