LabelNorm,RawLabelExample,NumCodes,Codes,RolesPerCode,PrefCount,AltCount
emu,Emu,2,gnd:107319048X; gnd:4587619-8,gnd:107319048X:alt; gnd:4587619-8:pref,1,1
endoglykosidasen,Endoglykosidasen,2,gnd:4304161-9; gnd:7566473-2,gnd:4304161-9:pref; gnd:7566473-2:alt,1,1
energeia,Energeia,2,gnd:4152206-0; gnd:4579429-7,gnd:4152206-0:pref; gnd:4579429-7:alt,1,1
"englisch,literatur","Englisch,Literatur",2,gnd:130974520X; gnd:7504355-5,gnd:130974520X:alt; gnd:7504355-5:alt,0,2
"englisch,mischsprache","Englisch,Mischsprache",2,gnd:1357738293; gnd:7745069-3,gnd:1357738293:alt; gnd:7745069-3:alt,0,2
englische antiqua,Englische Antiqua,2,gnd:7645873-8; gnd:7645885-4,gnd:7645873-8:pref; gnd:7645885-4:alt,1,1
enkrateia,Enkrateia,2,gnd:4209291-7; gnd:4316339-7,gnd:4209291-7:alt; gnd:4316339-7:pref,1,1
enterobakterien,Enterobakterien,2,gnd:4148805-2; gnd:4152338-6,gnd:4148805-2:alt; gnd:4152338-6:alt,0,2
entvölkerung,Entvölkerung,2,gnd:4141185-7; gnd:4194892-0,gnd:4141185-7:alt; gnd:4194892-0:alt,0,2
epg,EPG,2,gnd:4693792-4; gnd:4998311-8,gnd:4693792-4:alt; gnd:4998311-8:alt,0,2
eptesicus serotinus,Eptesicus serotinus,2,gnd:4750628-3; gnd:7783488-4,gnd:4750628-3:alt; gnd:7783488-4:alt,0,2
epz,EPZ,2,gnd:4068298-5; gnd:4548493-4,gnd:4068298-5:alt; gnd:4548493-4:alt,0,2
equus asinus,Equus asinus,2,gnd:4153027-5; gnd:4189895-3,gnd:4153027-5:alt; gnd:4189895-3:alt,0,2
eravallan,Eravallan,2,gnd:1251021697; gnd:4120208-9,gnd:1251021697:alt; gnd:4120208-9:alt,0,2
"erdgas,gaswirtschaft","Erdgas,Gaswirtschaft",2,gnd:4136950-6; gnd:4246601-5,gnd:4136950-6:alt; gnd:4246601-5:alt,0,2
erg,Erg,2,gnd:4151962-0; gnd:4226593-9,gnd:4151962-0:alt; gnd:4226593-9:alt,0,2
ergoline,Ergoline,2,gnd:4152760-4; gnd:4384401-7,gnd:4152760-4:alt; gnd:4384401-7:alt,0,2
erokh,Erokh,2,gnd:1144882389; gnd:4202918-1,gnd:1144882389:alt; gnd:4202918-1:alt,0,2
erosionsverschleiß,Erosionsverschleiß,2,gnd:4124511-8; gnd:4124853-3,gnd:4124511-8:alt; gnd:4124853-3:pref,1,1
erschöpfungssyndrom,Erschöpfungssyndrom,2,gnd:4195380-0; gnd:4265093-8,gnd:4195380-0:alt; gnd:4265093-8:alt,0,2
erukala,Erukala,2,gnd:1251021697; gnd:4120208-9,gnd:1251021697:alt; gnd:4120208-9:alt,0,2
erweitertes übergangsnetzwerk,Erweitertes Übergangsnetzwerk,2,gnd:4152934-0; gnd:4152937-6,gnd:4152934-0:alt; gnd:4152937-6:pref,1,1
erzählerin,Erzählerin,2,gnd:4509449-4; gnd:4702891-9,gnd:4509449-4:alt; gnd:4702891-9:pref,1,1
esd,ESD,2,gnd:4149750-8; gnd:4401020-5,gnd:4149750-8:alt; gnd:4401020-5:alt,0,2
esg,ESG,2,gnd:1299843611; gnd:4209208-5,gnd:1299843611:alt; gnd:4209208-5:alt,0,2
europäischer binnenmarkt,Europäischer Binnenmarkt,2,gnd:7505272-6; gnd:7506563-0,gnd:7505272-6:pref; gnd:7506563-0:pref,2,0
eva,EVA,2,gnd:4276929-2; gnd:7741435-4,gnd:4276929-2:alt; gnd:7741435-4:alt,0,2
evs,EVS,2,gnd:4274853-7; gnd:4551774-5,gnd:4274853-7:alt; gnd:4551774-5:pref,1,1
exsikkat,Exsikkat,2,gnd:7522164-0; gnd:7841866-5,gnd:7522164-0:alt; gnd:7841866-5:pref,1,1
extensible hypertext markup language,Extensible Hypertext Markup Language,2,gnd:4582047-8; gnd:4600114-1,gnd:4582047-8:alt; gnd:4600114-1:alt,0,2
f-faktor,F-Faktor,2,gnd:4309345-0; gnd:4726887-6,gnd:4309345-0:alt; gnd:4726887-6:alt,0,2
fai,fai,2,gnd:1359616160; gnd:7523773-8,gnd:1359616160:alt; gnd:7523773-8:pref,1,1
fan,Fan,2,gnd:4131020-2; gnd:7573516-7,gnd:4131020-2:pref; gnd:7573516-7:alt,1,1
fan painters,fan painters,2,gnd:1305544773; gnd:1305549953,gnd:1305544773:alt; gnd:1305549953:alt,0,2
fantastik,Fantastik,2,gnd:4045671-7; gnd:4045673-0,gnd:4045671-7:alt; gnd:4045673-0:alt,0,2
fastendiät,Fastendiät,2,gnd:4068367-9; gnd:4113868-5,gnd:4068367-9:alt; gnd:4113868-5:alt,0,2
fastenzeit,Fastenzeit,2,gnd:4130215-1; gnd:4130216-3,gnd:4130215-1:alt; gnd:4130216-3:pref,1,1
fatigue,Fatigue,2,gnd:4074631-8; gnd:4265093-8,gnd:4074631-8:alt; gnd:4265093-8:alt,0,2
fatschen,Fatschen,2,gnd:4313723-4; gnd:7734081-4,gnd:4313723-4:alt; gnd:7734081-4:alt,0,2
faust-antiqua,Faust-Antiqua,2,gnd:7646154-3; gnd:7646438-6,gnd:7646154-3:pref; gnd:7646438-6:alt,1,1
fcc,FCC,2,gnd:1219764094; gnd:4271215-4,gnd:1219764094:alt; gnd:4271215-4:alt,0,2
fce,FCE,2,gnd:4412029-1; gnd:7627802-5,gnd:4412029-1:alt; gnd:7627802-5:alt,0,2
fcs,FCS,2,gnd:4404736-8; gnd:4636290-3,gnd:4404736-8:alt; gnd:4636290-3:alt,0,2
fdm,FDM,2,gnd:4255903-0; gnd:4570050-3,gnd:4255903-0:alt; gnd:4570050-3:alt,0,2
feder-grotesk,Feder-Grotesk,2,gnd:1298143454; gnd:7645942-1,gnd:1298143454:pref; gnd:7645942-1:pref,2,0
federbild,Federbild,2,gnd:1346807663; gnd:7527807-8,gnd:1346807663:alt; gnd:7527807-8:pref,1,1
fehlerberichtssystem,Fehlerberichtssystem,2,gnd:1202893295; gnd:7665766-8,gnd:1202893295:alt; gnd:7665766-8:pref,1,1
feldmesser,Feldmesser,2,gnd:4156667-1; gnd:4203720-7,gnd:4156667-1:alt; gnd:4203720-7:alt,0,2
felsenkeller,Felsenkeller,2,gnd:4332733-3; gnd:4613551-0,gnd:4332733-3:alt; gnd:4613551-0:pref,1,1
ferienkolonie,Ferienkolonie,2,gnd:4134935-0; gnd:4214835-2,gnd:4134935-0:alt; gnd:4214835-2:alt,0,2
fest der heiligen familie,Fest der Heiligen Familie,2,gnd:1184508046; gnd:4410227-6,gnd:1184508046:alt; gnd:4410227-6:pref,1,1
feuerkäfer,Feuerkäfer,2,gnd:4135957-4; gnd:7755278-7,gnd:4135957-4:alt; gnd:7755278-7:pref,1,1
fff,FFF,2,gnd:1198157054; gnd:4403884-7,gnd:1198157054:alt; gnd:4403884-7:pref,1,1
ffs,FFS,2,gnd:1151828858; gnd:4017519-4,gnd:1151828858:alt; gnd:4017519-4:alt,0,2
fid,FID,2,gnd:1052053750; gnd:4154548-5,gnd:1052053750:alt; gnd:4154548-5:alt,0,2
"fiote,sprache","Fiote,Sprache",2,gnd:4783279-4; gnd:4793486-4,gnd:4783279-4:alt; gnd:4793486-4:alt,0,2
fitter,Fitter,2,gnd:4792299-0; gnd:7858340-8,gnd:4792299-0:alt; gnd:7858340-8:alt,0,2
fitting,fitting,2,gnd:4125032-1; gnd:4137156-2,gnd:4125032-1:alt; gnd:4137156-2:pref,1,1
fl,Fl,2,gnd:4151985-1; gnd:4154647-7,gnd:4151985-1:alt; gnd:4154647-7:alt,0,2
flatbow,Flatbow,2,gnd:4453740-2; gnd:7653291-4,gnd:4453740-2:alt; gnd:7653291-4:alt,0,2
fleischwarenbetrieb,Fleischwarenbetrieb,2,gnd:4121277-0; gnd:4369963-7,gnd:4121277-0:alt; gnd:4369963-7:alt,0,2
flexible printed circuit,Flexible Printed Circuit,2,gnd:4317748-7; gnd:7525641-1,gnd:4317748-7:alt; gnd:7525641-1:alt,0,2
flimmern,Flimmern,2,gnd:4279005-0; gnd:4340457-1,gnd:4279005-0:alt; gnd:4340457-1:pref,1,1
floater,Floater,2,gnd:4261770-4; gnd:7755464-4,gnd:4261770-4:alt; gnd:7755464-4:alt,0,2
flugkarte,Flugkarte,2,gnd:4239550-1; gnd:4738711-7,gnd:4239550-1:alt; gnd:4738711-7:alt,0,2
flugstrecke,Flugstrecke,2,gnd:4532188-7; gnd:4740654-9,gnd:4532188-7:alt; gnd:4740654-9:alt,0,2
fluiddynamik,Fluiddynamik,2,gnd:1172567794; gnd:4077970-1,gnd:1172567794:pref; gnd:4077970-1:alt,1,1
fluor genitalis,Fluor genitalis,2,gnd:4154798-6; gnd:4275391-0,gnd:4154798-6:alt; gnd:4275391-0:alt,0,2
fluor vaginalis,Fluor vaginalis,2,gnd:4154798-6; gnd:4275391-0,gnd:4154798-6:alt; gnd:4275391-0:pref,1,1
flächenkartogramm,Flächenkartogramm,2,gnd:4414464-7; gnd:4438968-1,gnd:4414464-7:alt; gnd:4438968-1:alt,0,2
flüssig-flüssig-extraktion,Flüssig-Flüssig-Extraktion,2,gnd:4113583-0; gnd:7863259-6,gnd:4113583-0:pref; gnd:7863259-6:alt,1,1
fodmap,FODMAP,2,gnd:1081794372; gnd:1152826247,gnd:1081794372:alt; gnd:1152826247:pref,1,1
fon-gbe,Fon-Gbe,2,gnd:4086511-3; gnd:4321808-8,gnd:4086511-3:alt; gnd:4321808-8:alt,0,2
fongbe,Fongbe,2,gnd:4086511-3; gnd:4321808-8,gnd:4086511-3:alt; gnd:4321808-8:alt,0,2
fonnu,Fonnu,2,gnd:4086511-3; gnd:4321808-8,gnd:4086511-3:alt; gnd:4321808-8:alt,0,2
forderungsübergang,Forderungsübergang,2,gnd:4017827-4; gnd:4157104-6,gnd:4017827-4:alt; gnd:4157104-6:alt,0,2
"form,recht","Form,Recht",2,gnd:4017889-4; gnd:4133316-0,gnd:4017889-4:alt; gnd:4133316-0:alt,0,2
forstwirtschaftlicher zusammenschluss,Forstwirtschaftlicher Zusammenschluss,2,gnd:4209229-2; gnd:4289848-1,gnd:4209229-2:alt; gnd:4289848-1:pref,1,1
fortwirken,Fortwirken,2,gnd:4049716-1; gnd:4112646-4,gnd:4049716-1:alt; gnd:4112646-4:alt,0,2
fotovoltaischer effekt,Fotovoltaischer Effekt,2,gnd:4252194-4; gnd:4262274-8,gnd:4252194-4:alt; gnd:4262274-8:alt,0,2
fox,Fox,2,gnd:4250937-3; gnd:4750936-3,gnd:4250937-3:pref; gnd:4750936-3:alt,1,1
frachtgut,Frachtgut,2,gnd:4133846-7; gnd:4202371-3,gnd:4133846-7:alt; gnd:4202371-3:pref,1,1
frachtkahn,Frachtkahn,2,gnd:1046712101; gnd:1163850276,gnd:1046712101:alt; gnd:1163850276:alt,0,2
französisches bild,Französisches Bild,2,gnd:119248746X; gnd:4796720-1,gnd:119248746X:alt; gnd:4796720-1:alt,0,2
frater,Frater,2,gnd:4155224-6; gnd:4166472-3,gnd:4155224-6:pref; gnd:4166472-3:alt,1,1
freibeuterei,Freibeuterei,2,gnd:4128013-1; gnd:4163247-3,gnd:4128013-1:alt; gnd:4163247-3:alt,0,2
freiding,Freiding,2,gnd:4153982-5; gnd:4155305-6,gnd:4153982-5:alt; gnd:4155305-6:alt,0,2
freie schule,Freie Schule,2,gnd:4125132-5; gnd:4130059-2,gnd:4125132-5:alt; gnd:4130059-2:alt,0,2
freigeld,Freigeld,2,gnd:4128244-9; gnd:7673876-0,gnd:4128244-9:alt; gnd:7673876-0:alt,0,2
freigericht,Freigericht,2,gnd:4153982-5; gnd:4155305-6,gnd:4153982-5:alt; gnd:4155305-6:alt,0,2
fremdkapitalzinsen,Fremdkapitalzinsen,2,gnd:4232316-2; gnd:4232317-4,gnd:4232316-2:alt; gnd:4232317-4:alt,0,2
french horn,French horn,2,gnd:4188979-4; gnd:4259257-4,gnd:4188979-4:alt; gnd:4259257-4:alt,0,2
friauler,Friauler,2,gnd:4093275-8; gnd:7852073-3,gnd:4093275-8:pref; gnd:7852073-3:alt,1,1
frontale,Frontale,2,gnd:4142617-4; gnd:4406677-6,gnd:4142617-4:alt; gnd:4406677-6:alt,0,2
frs,FRS,2,gnd:4287482-8; gnd:4499816-8,gnd:4287482-8:alt; gnd:4499816-8:alt,0,2
frühe eisenzeit,Frühe Eisenzeit,2,gnd:4014102-0; gnd:4072254-5,gnd:4014102-0:alt; gnd:4072254-5:alt,0,2
fulfulde,Fulfulde,2,gnd:4018858-9; gnd:4120185-1,gnd:4018858-9:alt; gnd:4120185-1:alt,0,2
futura demi-gras,Futura demi-gras,2,gnd:1181268311; gnd:118127074X,gnd:1181268311:alt; gnd:118127074X:alt,0,2
futura medium,Futura Medium,2,gnd:1181268311; gnd:7647695-9,gnd:1181268311:alt; gnd:7647695-9:pref,1,1
führerschein für küstenfahrt,Führerschein für Küstenfahrt,2,gnd:4116461-1; gnd:4137862-3,gnd:4116461-1:alt; gnd:4137862-3:alt,0,2
fünf elemente,Fünf Elemente,2,gnd:4280201-5; gnd:4327316-6,gnd:4280201-5:alt; gnd:4327316-6:alt,0,2
gadang,Gadang,2,gnd:1059103389; gnd:7698282-8,gnd:1059103389:alt; gnd:7698282-8:alt,0,2
gadhang,Gadhang,2,gnd:1059103389; gnd:7698282-8,gnd:1059103389:alt; gnd:7698282-8:alt,0,2
gadi,Gadi,2,gnd:1342138708; gnd:4240674-2,gnd:1342138708:alt; gnd:4240674-2:alt,0,2
gallensekretion,Gallensekretion,2,gnd:4341525-8; gnd:7503353-7,gnd:4341525-8:alt; gnd:7503353-7:alt,0,2
galli,Galli,2,gnd:4098012-1; gnd:4160750-8,gnd:4098012-1:alt; gnd:4160750-8:alt,0,2
gallinas,Gallinas,2,gnd:4062255-1; gnd:4307763-8,gnd:4062255-1:alt; gnd:4307763-8:alt,0,2
gamp-regeln,GAMP-Regeln,2,gnd:4113765-6; gnd:7719161-4,gnd:4113765-6:alt; gnd:7719161-4:pref,1,1
garamont,Garamont,2,gnd:4763768-7; gnd:7647908-0,gnd:4763768-7:alt; gnd:7647908-0:alt,0,2
garantenpflicht,Garantenpflicht,2,gnd:4019255-6; gnd:4152736-7,gnd:4019255-6:alt; gnd:4152736-7:alt,0,2
"gas,flüssigkeit","Gas,Flüssigkeit",2,gnd:4154717-2; gnd:4156024-3,gnd:4154717-2:alt; gnd:4156024-3:alt,0,2
gat,gat,2,gnd:1162068337; gnd:1326330195,gnd:1162068337:pref; gnd:1326330195:pref,2,0
"gbanda,sprache","Gbanda,Sprache",2,gnd:4510190-5; gnd:4780205-4,gnd:4510190-5:alt; gnd:4780205-4:alt,0,2
gbr,GbR,2,gnd:1162068345; gnd:4020591-5,gnd:1162068345:pref; gnd:4020591-5:alt,1,1
gc,GC,2,gnd:4019330-5; gnd:4435199-9,gnd:4019330-5:alt; gnd:4435199-9:alt,0,2
ge,Ge,2,gnd:4019488-7; gnd:7500870-1,gnd:4019488-7:pref; gnd:7500870-1:alt,1,1
geburtshaus,Geburtshaus,2,gnd:4156183-1; gnd:4427773-8,gnd:4156183-1:pref; gnd:4427773-8:alt,1,1
geflüchtete,Geflüchtete,2,gnd:4017604-6; gnd:4312094-5,gnd:4017604-6:alt; gnd:4312094-5:alt,0,2
gefährdetenhilfe,Gefährdetenhilfe,2,gnd:4176927-2; gnd:4368537-7,gnd:4176927-2:alt; gnd:4368537-7:alt,0,2
"gefäße,anatomie","Gefäße,Anatomie",2,gnd:1156362113; gnd:4069549-9,gnd:1156362113:alt; gnd:4069549-9:alt,0,2
"geist,übernatürliches wesen","Geist,Übernatürliches Wesen",2,gnd:4130188-2; gnd:4405477-4,gnd:4130188-2:alt; gnd:4405477-4:alt,0,2
geldkarte,Geldkarte,2,gnd:4032937-9; gnd:4535640-3,gnd:4032937-9:alt; gnd:4535640-3:pref,1,1
gelenkversteifung,Gelenkversteifung,2,gnd:4142519-4; gnd:4143128-5,gnd:4142519-4:alt; gnd:4143128-5:alt,0,2
gem,GEM,2,gnd:4121338-5; gnd:4353579-3,gnd:4121338-5:pref; gnd:4353579-3:alt,1,1
"gemeindeentwicklung,kirche","Gemeindeentwicklung,Kirche",2,gnd:4113696-2; gnd:4140380-0,gnd:4113696-2:alt; gnd:4140380-0:alt,0,2
gemeindeverband,Gemeindeverband,2,gnd:122963598X; gnd:4136074-6,gnd:122963598X:alt; gnd:4136074-6:pref,1,1
genetische psychologie,Genetische Psychologie,2,gnd:4014963-8; gnd:4131722-1,gnd:4014963-8:alt; gnd:4131722-1:alt,0,2
geroj rossijskoj federacii,Geroj Rossijskoj Federacii,2,gnd:4532367-7; gnd:4755061-2,gnd:4532367-7:pref; gnd:4755061-2:alt,1,1
gerstensaft,Gerstensaft,2,gnd:110477173X; gnd:4006537-6,gnd:110477173X:alt; gnd:4006537-6:alt,0,2
gesamtwirtschaftliches modell,Gesamtwirtschaftliches Modell,2,gnd:4074486-3; gnd:4120788-9,gnd:4074486-3:alt; gnd:4120788-9:alt,0,2
geschäftsführervertrag,Geschäftsführervertrag,2,gnd:4020491-1; gnd:4137827-1,gnd:4020491-1:pref; gnd:4137827-1:alt,1,1
gesellenverband,Gesellenverband,2,gnd:4020586-1; gnd:4113728-0,gnd:4020586-1:alt; gnd:4113728-0:alt,0,2
gesellschaftlicher wandel,Gesellschaftlicher Wandel,2,gnd:4077587-2; gnd:7502068-3,gnd:4077587-2:alt; gnd:7502068-3:alt,0,2
"gestalt,literatur","Gestalt,Literatur",2,gnd:4074267-2; gnd:4140220-0,gnd:4074267-2:alt; gnd:4140220-0:alt,0,2
"gestaltung,industrieprodukt","Gestaltung,Industrieprodukt",2,gnd:4047340-5; gnd:4072788-9,gnd:4047340-5:alt; gnd:4072788-9:alt,0,2
gesundheitstraining,Gesundheitstraining,2,gnd:4175558-3; gnd:4230948-7,gnd:4175558-3:alt; gnd:4230948-7:alt,0,2
gev,GeV,2,gnd:4158069-2; gnd:4450796-3,gnd:4158069-2:alt; gnd:4450796-3:alt,0,2
gewebezüchtung,Gewebezüchtung,2,gnd:4157245-2; gnd:4646061-5,gnd:4157245-2:alt; gnd:4646061-5:alt,0,2
gibbs-phasengesetz,Gibbs-Phasengesetz,2,gnd:4174155-9; gnd:4402692-4,gnd:4174155-9:alt; gnd:4402692-4:alt,0,2
gibbssches phasengesetz,Gibbssches Phasengesetz,2,gnd:4174155-9; gnd:4402692-4,gnd:4174155-9:alt; gnd:4402692-4:alt,0,2
gic,GIC,2,gnd:1364375133; gnd:4158069-2,gnd:1364375133:alt; gnd:4158069-2:alt,0,2
gichtkraut,Gichtkraut,2,gnd:4157950-1; gnd:4322441-6,gnd:4157950-1:alt; gnd:4322441-6:alt,0,2
gimbunda,Gimbunda,2,gnd:4811972-6; gnd:7567384-8,gnd:4811972-6:alt; gnd:7567384-8:alt,0,2
ginomai,ginomai,2,gnd:1348726679; gnd:1350613304,gnd:1348726679:alt; gnd:1350613304:alt,0,2
gis,GIS,2,gnd:1364412012; gnd:4261642-6,gnd:1364412012:alt; gnd:4261642-6:alt,0,2
git,Git,2,gnd:4124933-1; gnd:4330261-0,gnd:4124933-1:alt; gnd:4330261-0:alt,0,2
gizii,Gizii,2,gnd:4094298-3; gnd:4566063-3,gnd:4094298-3:alt; gnd:4566063-3:alt,0,2
glm,glm,2,gnd:1162068426; gnd:4124382-1,gnd:1162068426:pref; gnd:4124382-1:alt,1,1
glp,GLP,2,gnd:4231693-5; gnd:4332345-5,gnd:4231693-5:alt; gnd:4332345-5:alt,0,2
glutamyltranspeptidase,Glutamyltranspeptidase,2,gnd:4157713-9; gnd:4644670-9,gnd:4157713-9:alt; gnd:4644670-9:alt,0,2
glycogenase,Glycogenase,2,gnd:4205571-4; gnd:4598803-1,gnd:4205571-4:alt; gnd:4598803-1:alt,0,2
glykogenase,Glykogenase,2,gnd:4205571-4; gnd:4598803-1,gnd:4205571-4:alt; gnd:4598803-1:alt,0,2
glyoxalderivate,Glyoxalderivate,2,gnd:4609906-2; gnd:4613343-4,gnd:4609906-2:pref; gnd:4613343-4:alt,1,1
gm2-synthase,GM2-Synthase,2,gnd:4334499-9; gnd:4819008-1,gnd:4334499-9:alt; gnd:4819008-1:alt,0,2
gmr,gmr,2,gnd:1162068469; gnd:4591272-5,gnd:1162068469:pref; gnd:4591272-5:alt,1,1
"goethe,druckschrift","Goethe,Druckschrift",2,gnd:7647598-0; gnd:7735712-7,gnd:7647598-0:alt; gnd:7735712-7:alt,0,2
gorani,Gorani,2,gnd:1223049167; gnd:4672436-9,gnd:1223049167:alt; gnd:4672436-9:alt,0,2
"gothic,druckschrift","Gothic,Druckschrift",2,gnd:4158318-8; gnd:7645701-1,gnd:4158318-8:alt; gnd:7645701-1:alt,0,2
goun,Goun,2,gnd:1205170707; gnd:4238580-5,gnd:1205170707:alt; gnd:4238580-5:alt,0,2
gps,GPS,2,gnd:4216824-7; gnd:4486455-3,gnd:4216824-7:pref; gnd:4486455-3:alt,1,1
graminales,Graminales,2,gnd:1341683591; gnd:4021764-4,gnd:1341683591:alt; gnd:4021764-4:alt,0,2
grammostola spatulata,Grammostola spatulata,2,gnd:4426572-4; gnd:4806280-7,gnd:4426572-4:pref; gnd:4806280-7:alt,1,1
grand theft auto - liberty city,Grand theft auto - Liberty City,2,gnd:4806669-2; gnd:7633070-9,gnd:4806669-2:alt; gnd:7633070-9:alt,0,2
grid-methode,Grid-Methode,2,gnd:4327511-4; gnd:4527346-7,gnd:4327511-4:alt; gnd:4527346-7:pref,1,1
grubenhund,Grubenhund,2,gnd:4154945-4; gnd:4218769-2,gnd:4154945-4:alt; gnd:4218769-2:pref,1,1
gsx server,GSX Server,2,gnd:4845417-5; gnd:7623401-0,gnd:4845417-5:alt; gnd:7623401-0:alt,0,2
gu,Gu,2,gnd:1205170707; gnd:4158419-3,gnd:1205170707:alt; gnd:4158419-3:alt,0,2
guaninnucleotid-freisetzende proteine,Guaninnucleotid-freisetzende Proteine,2,gnd:1344559182; gnd:4796677-4,gnd:1344559182:alt; gnd:4796677-4:alt,0,2
guarayo,Guarayo,2,gnd:1048419096; gnd:1132514746,gnd:1048419096:alt; gnd:1132514746:alt,0,2
guasteco,Guasteco,2,gnd:4341544-1; gnd:4724001-5,gnd:4341544-1:alt; gnd:4724001-5:alt,0,2
guexteca,Guexteca,2,gnd:4341544-1; gnd:4724001-5,gnd:4341544-1:alt; gnd:4724001-5:alt,0,2
gui,Gui,2,gnd:4275084-2; gnd:4605671-3,gnd:4275084-2:alt; gnd:4605671-3:alt,0,2
guin,Guin,2,gnd:4496373-7; gnd:4629195-7,gnd:4496373-7:pref; gnd:4629195-7:alt,1,1
gully,Gully,2,gnd:1160451699; gnd:7553228-1,gnd:1160451699:pref; gnd:7553228-1:alt,1,1
gungbe,Gungbe,2,gnd:1205170707; gnd:4120178-4,gnd:1205170707:alt; gnd:4120178-4:alt,0,2
gunu-sprache,Gunu-Sprache,2,gnd:4499383-3; gnd:4786203-8,gnd:4499383-3:alt; gnd:4786203-8:pref,1,1
gurkenkraut,Gurkenkraut,2,gnd:4149928-1; gnd:4255709-4,gnd:4149928-1:alt; gnd:4255709-4:alt,0,2
gurnai,Gurnai,2,gnd:1066934258; gnd:4511782-2,gnd:1066934258:alt; gnd:4511782-2:alt,0,2
gwa,GWA,2,gnd:1348997192; gnd:4123273-2,gnd:1348997192:alt; gnd:4123273-2:alt,0,2
gws,GWS,2,gnd:4263517-2; gnd:4333339-4,gnd:4263517-2:alt; gnd:4333339-4:alt,0,2
gyong,Gyong,2,gnd:4220233-4; gnd:4790777-0,gnd:4220233-4:alt; gnd:4790777-0:alt,0,2
haa,Haa,2,gnd:4159550-6; gnd:4783580-1,gnd:4159550-6:alt; gnd:4783580-1:alt,0,2
haar-funktion,Haar-Funktion,2,gnd:1155329392; gnd:4158638-4,gnd:1155329392:alt; gnd:4158638-4:alt,0,2
halaba,Halaba,2,gnd:1141698323; gnd:7609234-3,gnd:1141698323:alt; gnd:7609234-3:alt,0,2
halakwulup,Halakwulup,2,gnd:1071000497; gnd:4001008-9,gnd:1071000497:alt; gnd:4001008-9:alt,0,2
halbvokal,Halbvokal,2,gnd:4243055-0; gnd:7644880-0,gnd:4243055-0:alt; gnd:7644880-0:alt,0,2
halswirbelsäulensyndrom,Halswirbelsäulensyndrom,2,gnd:4129199-2; gnd:4180205-6,gnd:4129199-2:alt; gnd:4180205-6:alt,0,2
hammercoche,Hammercoche,2,gnd:1135499438; gnd:4023112-4,gnd:1135499438:alt; gnd:4023112-4:alt,0,2
handgemal,Handgemal,2,gnd:4072352-5; gnd:4152587-5,gnd:4072352-5:alt; gnd:4152587-5:alt,0,2
handtellergeschichte,Handtellergeschichte,2,gnd:4249749-8; gnd:4313695-3,gnd:4249749-8:alt; gnd:4313695-3:alt,0,2
hannah-arendt-preis,Hannah-Arendt-Preis,2,gnd:1164038680; gnd:4690527-3,gnd:1164038680:alt; gnd:4690527-3:pref,1,1
haria,Haria,2,gnd:4284315-7; gnd:4376383-2,gnd:4284315-7:alt; gnd:4376383-2:alt,0,2
harm,harm,2,gnd:4123805-9; gnd:4159135-5,gnd:4123805-9:alt; gnd:4159135-5:alt,0,2
harmonic,Harmonic,2,gnd:4289520-0; gnd:4338470-5,gnd:4289520-0:alt; gnd:4338470-5:alt,0,2
harmonische linearisierung,Harmonische Linearisierung,2,gnd:4562845-2; gnd:4641368-6,gnd:4562845-2:pref; gnd:4641368-6:alt,1,1
hauptholzart,Hauptholzart,2,gnd:4248818-7; gnd:4580710-3,gnd:4248818-7:pref; gnd:4580710-3:alt,1,1
hauswirtschaftskunde,Hauswirtschaftskunde,2,gnd:4128637-6; gnd:4159290-6,gnd:4128637-6:alt; gnd:4159290-6:alt,0,2
hautplastik,Hautplastik,2,gnd:4159302-9; gnd:4215432-7,gnd:4159302-9:pref; gnd:4215432-7:alt,1,1
hbr,HBr,2,gnd:4203952-6; gnd:4289691-5,gnd:4203952-6:alt; gnd:4289691-5:alt,0,2
hdi,Hdi,2,gnd:1126048283; gnd:4667400-7,gnd:1126048283:alt; gnd:4667400-7:alt,0,2
hebel,hebel,2,gnd:4159328-5; gnd:4700994-9,gnd:4159328-5:pref; gnd:4700994-9:alt,1,1
heliconia,Heliconia,2,gnd:4159501-4; gnd:7751341-1,gnd:4159501-4:pref; gnd:7751341-1:alt,1,1
heliostat,Heliostat,2,gnd:4191009-6; gnd:4619414-9,gnd:4191009-6:alt; gnd:4619414-9:pref,1,1
helminthosporium carbonum,Helminthosporium carbonum,2,gnd:4428207-2; gnd:7714069-2,gnd:4428207-2:pref; gnd:7714069-2:alt,1,1
hema,Hema,2,gnd:4249481-3; gnd:4360034-7,gnd:4249481-3:alt; gnd:4360034-7:alt,0,2
heman,Heman,2,gnd:4471561-4; gnd:4664031-9,gnd:4471561-4:alt; gnd:4664031-9:alt,0,2
herzklappenersatz,Herzklappenersatz,2,gnd:4033445-4; gnd:4222419-6,gnd:4033445-4:alt; gnd:4222419-6:alt,0,2
hexamethylenamin,Hexamethylenamin,2,gnd:4159802-7; gnd:4159803-9,gnd:4159802-7:pref; gnd:4159803-9:alt,1,1
hexanderivate,Hexanderivate,2,gnd:4323200-0; gnd:4611378-2,gnd:4323200-0:alt; gnd:4611378-2:pref,1,1
hexenwesen,Hexenwesen,2,gnd:4024799-5; gnd:4113907-0,gnd:4024799-5:alt; gnd:4113907-0:alt,0,2
hf,Hf,2,gnd:4129456-7; gnd:4160130-0,gnd:4129456-7:alt; gnd:4160130-0:alt,0,2
